Quarter,Ticker,Net Profit Margin %,Operating Margin %,EPS (Basic),P/E Ratio,Return on Equity,EBITDA Margin %,Debt to Equity Ratio,Current Ratio,Working Capital Turnover,USD Exchange Rate,FDI:GDP %,GDP Growth %,Sectoral IIP,Sectoral IIP (Growth Rate),Inflation,Interest Rate,Next Quarter Adj Close,Inter Quarter Gain %
Q3-14,LT.ns,4.008,49.315,9.33,118.289,2.535,10.255,2.125,1.253,1.373,61.933,1.797,5.92,116.6,8.836,4.051,8,960.7744141,-5.94
Q4-14,LT.ns,7.603,53.036,22.27,50.907,5.208,11.784,2.011,1.222,1.621,62.238,2.345,7.11,118.567,0.339,5.272,7.5,930.8380737,-3.12
Q1-15,LT.ns,3.227,49.839,4.5,241.674,1.567,7.342,2.011,1.222,1.149,63.471,2.663,7.59,120.467,2.177,5.092,7.25,798.2594604,-14.24
Q2-15,LT.ns,4.336,63.19,8.37,142.672,2.435,8.374,2.011,1.222,1.329,64.975,1.915,8.03,117.533,2.44,3.949,6.75,631.2557373,-20.92
Q3-15,LT.ns,4.23,69.232,7.52,125.066,2.646,7.812,2.011,1.222,1.481,65.924,3.235,7.2,114.933,-1.429,5.339,6.75,864.4858398,36.95
Q4-15,LT.ns,8.563,73.077,25.07,29.295,6.372,12.822,1.995,1.263,1.467,67.504,2.531,9.09,125.2,5.595,5.259,6.75,887.600708,2.67
Q1-16,LT.ns,3.943,63.675,6.54,127.89,1.938,8.024,1.995,1.263,0.969,66.891,1.33,8.68,126.467,7.601,5.667,6.5,821.1908569,-7.48
Q2-16,LT.ns,6.776,64.79,15.39,67.527,3.823,9.303,1.995,1.263,1.112,66.962,3.084,9.67,123.033,7.048,5.163,6.5,872.5319824,6.25
Q3-16,LT.ns,4.761,71.133,10.43,94.644,2.804,7.907,1.995,1.263,1.161,67.425,2.889,8.58,121.433,-3.009,3.749,6.25,1045.648682,19.84
Q4-16,LT.ns,8.409,73.287,32.42,29.74,6.186,14.533,1.675,1.361,1.14,67.011,1.898,6.29,128.967,-7.683,3.569,6.25,1012.242981,-3.19
Q1-17,LT.ns,4.475,68.629,6.38,182.842,2.129,7.939,1.675,1.361,0.737,64.458,2.079,6.11,128.733,1.792,2.202,6.25,1110.402222,9.7
Q2-17,LT.ns,8.058,49.928,13,91.842,4.257,16.832,1.675,1.361,0.818,64.288,2.954,5.32,126.067,2.465,2.976,6,1203.137329,8.35
Q3-17,LT.ns,6.223,51.472,10.64,114.878,3.573,15.414,1.675,1.361,0.89,64.729,1.18,6.67,131.767,8.509,4.555,6,1250.828369,3.96
Q4-17,LT.ns,8.493,54.831,22.6,62.677,6.225,16.981,1.662,1.247,1.509,64.344,1.575,8.93,139.7,15.966,4.594,6,1250.052612,-0.06
Q1-18,LT.ns,4.492,53.039,8.67,161.58,2.186,8.817,1.662,1.247,1.001,66.99,2.6,7.56,139.7,8.323,4.791,6.25,1324.205322,5.93
Q2-18,LT.ns,8.767,52.549,15.91,81.854,4.846,17.146,1.662,1.247,1.138,70.152,2.065,6.49,137.3,6.655,3.854,6.5,1195.205078,-9.74
Q3-18,LT.ns,6.774,49.975,14.56,89.114,4.358,17.167,1.662,1.247,1.324,72.073,2.141,6.33,141.833,12.507,2.604,6.5,1439.80188,20.46
Q4-18,LT.ns,9.043,77.592,24.37,53.931,6.294,17.138,2.018,1.247,1.313,70.478,1.856,5.84,147.9,12.244,2.465,6.25,1227.836548,-14.72
Q1-19,LT.ns,6.34,51.304,10.5,128.433,3.02,17.953,2.018,1.247,0.898,69.546,3.369,5.39,140.2,0.358,3.072,5.75,1245.873169,1.47
Q2-19,LT.ns,7.729,50.199,18.01,77.029,4.388,17.017,2.018,1.247,1.071,70.429,2.064,4.61,132.8,-3.277,3.473,5.4,1111.973511,-10.75
Q3-19,LT.ns,7.46,69.969,16.76,87.891,4.345,16.364,2.018,1.247,1.099,71.228,2.618,3.28,136.933,-3.455,5.835,5.15,872.9210815,-21.5
Q4-19,LT.ns,7.72,73.597,22.78,60.11,5.014,15.835,2.049,1.262,1.166,72.384,2.877,3.01,136.433,-7.753,6.668,4.4,897.2043457,2.78
Q1-14,MRF.ns,6.903,30.523,542.82,37.818,5.096,12.077,0.402,2.041,1.229,59.797,1.956,8.02,117.9,5.803,7.85,8,33150.60938,39.6
Q2-14,MRF.ns,9.432,35.159,747.24,31.231,7.015,15.517,0.402,2.041,1.238,60.606,2.088,8.7,114.733,5.389,6.675,8,40721.70703,22.84
Q3-14,MRF.ns,9.652,36.088,762.78,41.055,7.161,15.99,0.402,2.041,1.235,61.933,1.797,5.92,116.6,8.836,4.051,8,35495.63672,-12.83
Q4-14,MRF.ns,10.047,36.579,784.28,51.049,0,16.35,0,0,0,62.238,2.345,7.11,118.567,0.339,5.272,7.5,39965.83984,12.59
Q1-15,MRF.ns,13.883,38.076,1130.7,32.426,0,21.731,0,0,0,63.471,2.663,7.59,120.467,2.177,5.092,7.25,38442.46094,-3.81
Q2-15,MRF.ns,13.841,39.126,1060.85,38.497,0,22.323,0,0,0,64.975,1.915,8.03,117.533,2.44,3.949,6.75,32208.10938,-16.22
Q3-15,MRF.ns,13.066,38.428,979.9,40.567,0,21.145,0,0,0,65.924,3.235,7.2,114.933,-1.429,5.339,6.75,33422.73438,3.77
Q4-15,MRF.ns,12.504,38.18,998.45,35.682,5.913,19.288,0.276,1.553,1.528,67.504,2.531,9.09,125.2,5.595,5.259,6.75,37041.98828,10.83
Q1-16,MRF.ns,14.177,39.101,1157.54,29.189,6.855,22.278,0.276,1.553,1.563,66.891,1.33,8.68,126.467,7.601,5.667,6.5,49517.66016,33.68
Q2-16,MRF.ns,11.943,36.925,908.46,37.254,5.38,19.475,0.276,1.553,1.456,66.962,3.084,9.67,123.033,7.048,5.163,6.5,51440.81641,3.88
Q3-16,MRF.ns,9.138,35.066,679.26,70.6,4.023,15.424,0.276,1.553,1.423,67.425,2.889,8.58,121.433,-3.009,3.749,6.25,65064.32813,26.48
Q4-16,MRF.ns,8.59,32.595,676.17,76.4,3.356,12.759,0.212,1.606,1.231,67.011,1.898,6.29,128.967,-7.683,3.569,6.25,63605.92188,-2.24
Q1-17,MRF.ns,2.987,25.311,251.19,270.35,1.247,5.533,0.212,1.606,1.315,64.458,2.079,6.11,128.733,1.792,2.202,6.25,68118.45313,7.09
Q2-17,MRF.ns,8.352,32.509,707.17,97.853,3.51,13.947,0.212,1.606,1.325,64.288,2.954,5.32,126.067,2.465,2.976,6,72897.13281,7.02
Q3-17,MRF.ns,8.964,34.298,802.87,82.731,3.985,15.01,0.212,1.606,1.401,64.729,1.18,6.67,131.767,8.509,4.555,6,75227.02344,3.2
Q4-17,MRF.ns,8.934,33.795,814.2,83.657,3.596,14.971,0.161,1.69,1.232,64.344,1.575,8.93,139.7,15.966,4.594,6,73531.13281,-2.25
Q1-18,MRF.ns,6.763,32.796,614.79,130.017,2.715,11.937,0.161,1.69,1.229,66.99,2.6,7.56,139.7,8.323,4.791,6.25,66972.1875,-8.92
Q2-18,MRF.ns,6.696,32.405,620.2,128.169,2.739,11.657,0.161,1.69,1.252,70.152,2.065,6.49,137.3,6.655,3.854,6.5,56538.34375,-15.58
Q3-18,MRF.ns,6.923,31.291,658.46,97.954,2.908,11.711,0.161,1.69,1.286,72.073,2.141,6.33,141.833,12.507,2.604,6.5,54975.16797,-2.76
Q4-18,MRF.ns,7.213,32.047,692.82,88.463,2.758,11.443,0.137,1.531,1.412,70.478,1.856,5.84,147.9,12.244,2.465,6.25,58282.66797,6.02
Q1-19,MRF.ns,6.09,31.858,633.13,83.561,2.521,10.879,0.137,1.531,1.529,69.546,3.369,5.39,140.2,0.358,3.072,5.75,63128.11719,8.31
Q2-19,MRF.ns,5.582,32.187,519.58,103.062,2.068,10.091,0.137,1.531,1.369,70.429,2.064,4.61,132.8,-3.277,3.473,5.4,66114.6875,4.73
Q3-19,MRF.ns,5.903,31.871,557.94,117.708,2.221,10.84,0.137,1.531,1.39,71.228,2.618,3.28,136.933,-3.455,5.835,5.15,58867.61328,-10.96
Q4-19,MRF.ns,18.467,33.341,1578.51,44.14,5.577,9.957,0.085,1.538,1.303,72.384,2.877,3.01,136.433,-7.753,6.668,4.4,57746.63672,-1.9
Q1-14,NTPC.ns,12.17,25.29,2.67,36.314,2.565,16.319,0.727,1.577,1.24,59.797,1.956,8.02,117.9,5.803,7.85,8,83.99223328,5.18
Q2-14,NTPC.ns,12.493,26.166,2.51,48.157,2.414,15.809,0.727,1.577,1.136,60.606,2.088,8.7,114.733,5.389,6.675,8,93.26256561,11.04
Q3-14,NTPC.ns,16.404,30.953,3.73,33.534,3.582,20.746,0.727,1.577,1.284,61.933,1.797,5.92,116.6,8.836,4.051,8,80.79318237,-13.37
Q4-14,NTPC.ns,15.31,30.347,3.57,33.532,3.605,19.915,0.962,1.224,2.81,62.238,2.345,7.11,118.567,0.339,5.272,7.5,71.85890198,-11.06
Q1-15,NTPC.ns,13.383,27.454,2.76,45.38,2.788,15.202,0.962,1.224,2.485,63.471,2.663,7.59,120.467,2.177,5.092,7.25,77.4502182,7.78
Q2-15,NTPC.ns,17.124,30.658,3.69,30.499,3.722,17.494,0.962,1.224,2.593,64.975,1.915,8.03,117.533,2.44,3.949,6.75,71.78341675,-7.32
Q3-15,NTPC.ns,15.374,34.525,3.23,34.262,3.268,21.147,0.962,1.224,2.536,65.924,3.235,7.2,114.933,-1.429,5.339,6.75,87.0967865,21.33
Q4-15,NTPC.ns,15.24,39.529,3.39,35.017,3.059,24.71,0.946,0.873,-4.217,67.504,2.531,9.09,125.2,5.595,5.259,6.75,96.89252472,11.25
Q1-16,NTPC.ns,12.511,33.949,2.87,40.447,2.596,20.978,0.946,0.873,-4.359,66.891,1.33,8.68,126.467,7.601,5.667,6.5,99.26541901,2.45
Q2-16,NTPC.ns,12.972,34.213,3.03,43.551,2.734,21.58,0.946,0.873,-4.428,66.962,3.084,9.67,123.033,7.048,5.163,6.5,100.2314911,0.97
Q3-16,NTPC.ns,12.731,33.37,3,42.292,2.705,20.709,0.946,0.873,-4.464,67.425,2.889,8.58,121.433,-3.009,3.749,6.25,100.0686569,-0.16
Q4-16,NTPC.ns,10.185,33.466,2.52,56.994,2.161,21.192,1.043,0.746,-2.071,67.011,1.898,6.29,128.967,-7.683,3.569,6.25,105.4094009,5.34
Q1-17,NTPC.ns,13.17,33.856,3.18,43.108,2.721,20.789,1.043,0.746,-2.016,64.458,2.079,6.11,128.733,1.792,2.202,6.25,113.1550217,7.35
Q2-17,NTPC.ns,12.379,35.727,2.95,46.384,2.534,20.251,1.043,0.746,-1.998,64.288,2.954,5.32,126.067,2.465,2.976,6,103.2927322,-8.72
Q3-17,NTPC.ns,11.364,32.19,2.86,52.812,2.453,17.854,1.043,0.746,-2.107,64.729,1.18,6.67,131.767,8.509,4.555,6,107.7937241,4.36
Q4-17,NTPC.ns,12.665,37.375,3.54,40.078,2.874,19.449,1.132,0.839,-3.214,64.344,1.575,8.93,139.7,15.966,4.594,6,110.3349686,2.36
Q1-18,NTPC.ns,11.4,33.749,3.14,45.687,2.543,18.636,1.132,0.839,-3.159,66.99,2.6,7.56,139.7,8.323,4.791,6.25,90.26236725,-18.19
Q2-18,NTPC.ns,10.898,34.095,2.94,43.892,2.384,17.649,1.132,0.839,-3.097,70.152,2.065,6.49,137.3,6.655,3.854,6.5,92.18538666,2.13
Q3-18,NTPC.ns,9.89,32.139,2.41,55.204,2.344,19.761,1.132,0.839,-3.356,72.073,2.141,6.33,141.833,12.507,2.604,6.5,107.1354294,16.22
Q4-18,NTPC.ns,20.499,34.473,4.4,26.458,4.05,21.029,1.259,0.793,-1.775,70.478,1.856,5.84,147.9,12.244,2.465,6.25,97.80879974,-8.71
Q1-19,NTPC.ns,10.759,34.465,2.63,50.97,2.423,19.542,1.259,0.793,-2.024,69.546,3.369,5.39,140.2,0.358,3.072,5.75,95.47394562,-2.39
Q2-19,NTPC.ns,14.331,38.284,3.3,38.348,3.037,22.477,1.259,0.793,-1.904,70.429,2.064,4.61,132.8,-3.277,3.473,5.4,87.43231201,-8.42
Q3-19,NTPC.ns,12.747,39.459,3.03,40.396,2.789,22.058,1.259,0.793,-1.966,71.228,2.618,3.28,136.933,-3.455,5.835,5.15,80.29328918,-8.17
Q4-19,NTPC.ns,4.597,39.75,1.27,88.858,1.103,22.831,1.414,1.01,47.678,72.384,2.877,3.01,136.433,-7.753,6.668,4.4,79.60285187,-0.86
Q1-14,ONGC.ns,21.988,98.468,5.59,38.772,3.497,33.095,0,1.564,2.02,59.797,1.956,8.02,117.9,5.803,7.85,8,176.9092407,-12.78
Q2-14,ONGC.ns,26.742,96.004,6.36,41.441,3.982,38.975,0,1.564,1.892,60.606,2.088,8.7,114.733,5.389,6.675,8,151.5116882,-14.36
Q3-14,ONGC.ns,19.082,96.54,4.17,64.772,2.612,27.613,0,1.564,1.739,61.933,1.797,5.92,116.6,8.836,4.051,8,156.1672516,3.07
Q4-14,ONGC.ns,18.472,98.134,4.6,50.92,2.721,29.373,0.01,1.573,1.938,62.238,2.345,7.11,118.567,0.339,5.272,7.5,114.7564468,-26.52
Q1-15,ONGC.ns,23.861,97.732,6.27,32.323,3.713,37.901,0.01,1.573,2.047,63.471,2.663,7.59,120.467,2.177,5.092,7.25,112.2867508,-2.15
Q2-15,ONGC.ns,22.953,95.701,5.47,33.236,3.237,34.912,0.01,1.573,1.856,64.975,1.915,8.03,117.533,2.44,3.949,6.75,95.00240326,-15.39
Q3-15,ONGC.ns,8.033,95.048,1.14,144.415,1.014,32.105,0.01,1.573,1.66,65.924,3.235,7.2,114.933,-1.429,5.339,6.75,103.151741,8.58
Q4-15,ONGC.ns,28.48,94.778,3.6,41.898,2.79,40.913,0,1.721,1.259,67.504,2.531,9.09,125.2,5.595,5.259,6.75,116.0770035,12.53
Q1-16,ONGC.ns,23.953,95.798,4.95,29.259,2.553,37.595,0,1.721,1.37,66.891,1.33,8.68,126.467,7.601,5.667,6.5,143.8497925,23.93
Q2-16,ONGC.ns,27.205,96.156,5.81,25.255,3.001,40.347,0,1.721,1.418,66.962,3.084,9.67,123.033,7.048,5.163,6.5,146.9443665,2.15
Q3-16,ONGC.ns,21.834,95.434,3.39,56.421,2.625,32.902,0,1.721,1.546,67.425,2.889,8.58,121.433,-3.009,3.749,6.25,135.9162292,-7.5
Q4-16,ONGC.ns,19.988,92.835,3.38,59.926,2.339,26.975,0,1.555,2.034,67.011,1.898,6.29,128.967,-7.683,3.569,6.25,120.5200653,-11.33
Q1-17,ONGC.ns,20.367,95.388,3.03,61.568,2.094,32.583,0,1.555,1.787,64.458,2.079,6.11,128.733,1.792,2.202,6.25,138.7190247,15.1
Q2-17,ONGC.ns,27.054,96.412,4,42.35,2.765,39.872,0,1.555,1.777,64.288,2.954,5.32,126.067,2.465,2.976,6,147.6424561,6.43
Q3-17,ONGC.ns,21.807,95.929,3.91,48.875,2.703,33.875,0,1.555,2.154,64.729,1.18,6.67,131.767,8.509,4.555,6,139.4880219,-5.52
Q4-17,ONGC.ns,24.677,95.19,4.61,44.132,3.059,36.857,0.132,0.436,-0.861,64.344,1.575,8.93,139.7,15.966,4.594,6,142.9229279,2.46
Q1-18,ONGC.ns,22.577,96.375,4.79,37.693,3.177,38.053,0.132,0.436,-0.977,66.99,2.6,7.56,139.7,8.323,4.791,6.25,111.3695374,-22.08
Q2-18,ONGC.ns,29.528,96.228,6.44,25.73,4.274,47.64,0.132,0.436,-1.005,70.152,2.065,6.49,137.3,6.655,3.854,6.5,118.9209061,6.78
Q3-18,ONGC.ns,29.836,95.372,6.44,23.797,4.273,45.655,0.132,0.436,-0.995,72.073,2.141,6.33,141.833,12.507,2.604,6.5,142.6202393,19.93
Q4-18,ONGC.ns,15.115,94.619,3.18,44.418,1.992,22.845,0.106,0.608,-1.46,70.478,1.856,5.84,147.9,12.244,2.465,6.25,101.1643906,-29.07
Q1-19,ONGC.ns,22.234,95.355,4.69,36.077,2.909,36.541,0.106,0.608,-1.449,69.546,3.369,5.39,140.2,0.358,3.072,5.75,110.6551132,9.38
Q2-19,ONGC.ns,25.571,94.6,4.98,27.882,3.085,39.686,0.106,0.608,-1.336,70.429,2.064,4.61,132.8,-3.277,3.473,5.4,77.22760773,-30.21
Q3-19,ONGC.ns,17.51,95.231,3.3,42.939,2.045,27.941,0.106,0.608,-1.294,71.228,2.618,3.28,136.933,-3.455,5.835,5.15,69.87860107,-9.52
Q4-19,ONGC.ns,-14.44,92.228,-2.46,-44.289,-1.594,8.746,0.072,0.665,-1.58,72.384,2.877,3.01,136.433,-7.753,6.668,4.4,73.93851471,5.81
Q1-14,RELIANCE.ns,5.649,14.565,20.3,22.833,2.975,7.818,0.674,1.312,2.914,59.797,1.956,8.02,117.9,5.803,7.85,8,466.8068542,-0.71
Q2-14,RELIANCE.ns,5.395,14.986,20.3,24.557,2.982,8.018,0.674,1.312,3.057,60.606,2.088,8.7,114.733,5.389,6.675,8,402.7597961,-13.72
Q3-14,RELIANCE.ns,5.55,16.622,17.8,27.841,2.613,8.634,0.674,1.312,2.604,61.933,1.797,5.92,116.6,8.836,4.051,8,412.8576355,2.51
Q4-14,RELIANCE.ns,9.628,24.217,21.7,20.891,2.973,13.714,0.681,0.986,-34.145,62.238,2.345,7.11,118.567,0.339,5.272,7.5,407.6056213,-1.27
Q1-15,RELIANCE.ns,7.722,20.985,20.5,20.835,2.708,11.476,0.681,0.986,-38.773,63.471,2.663,7.59,120.467,2.177,5.092,7.25,460.562439,12.99
Q2-15,RELIANCE.ns,13.131,23.287,31.7,15.654,4.227,11.259,0.681,0.986,-35.593,64.975,1.915,8.03,117.533,2.44,3.949,6.75,460.3481445,-0.05
Q3-15,RELIANCE.ns,10.852,24.307,24.6,19.081,3.353,16.001,0.681,0.986,-34.164,65.924,3.235,7.2,114.933,-1.429,5.339,6.75,456.1572876,-0.91
Q4-15,RELIANCE.ns,11.989,29.439,24.33,21.078,3.091,16.939,0.713,0.69,-1.041,67.504,2.531,9.09,125.2,5.595,5.259,6.75,510.0457458,11.81
Q1-16,RELIANCE.ns,10.908,26.306,24.1,20.197,3.062,16.735,0.713,0.69,-1.133,66.891,1.33,8.68,126.467,7.601,5.667,6.5,476.3875122,-6.6
Q2-16,RELIANCE.ns,9.446,22.93,24.4,20.602,3.107,14.174,0.713,0.69,-1.328,66.962,3.084,9.67,123.033,7.048,5.163,6.5,595.7189331,25.05
Q3-16,RELIANCE.ns,9.529,23.947,25.4,20.572,3.268,14.476,0.713,0.69,-1.384,67.425,2.889,8.58,121.433,-3.009,3.749,6.25,645.1116333,8.29
Q4-16,RELIANCE.ns,9.5,22.956,27.27,18.984,3.056,12.75,0.697,0.624,-0.958,67.011,1.898,6.29,128.967,-7.683,3.569,6.25,767.2338867,18.93
Q1-17,RELIANCE.ns,10.86,23.78,30.78,22.451,3.438,13.946,0.697,0.624,-0.943,64.458,2.079,6.11,128.733,1.792,2.202,6.25,893.3571777,16.44
Q2-17,RELIANCE.ns,8.836,25.799,13.67,58.524,3.065,14.861,0.697,0.624,-1.034,64.288,2.954,5.32,126.067,2.465,2.976,6,925.3475342,3.58
Q3-17,RELIANCE.ns,9.424,27.279,15.98,58.324,3.567,15.305,0.697,0.624,-1.128,64.729,1.18,6.67,131.767,8.509,4.555,6,893.1633301,-3.48
Q4-17,RELIANCE.ns,8.097,23.355,15.93,59.779,3.226,13.531,0.619,0.586,-0.899,64.344,1.575,8.93,139.7,15.966,4.594,6,1203.664429,34.76
Q1-18,RELIANCE.ns,7.359,23.79,15.97,59.753,3.228,13.41,0.619,0.586,-0.99,66.99,2.6,7.56,139.7,8.323,4.791,6.25,1138.811157,-5.39
Q2-18,RELIANCE.ns,6.662,24.203,16.06,73.155,3.253,11.951,0.619,0.586,-1.102,70.152,2.065,6.49,137.3,6.655,3.854,6.5,1200.748169,5.44
Q3-18,RELIANCE.ns,6.619,23.361,17.3,60.768,3.527,11.854,0.619,0.586,-1.202,72.073,2.141,6.33,141.833,12.507,2.604,6.5,1297.408813,8.05
Q4-18,RELIANCE.ns,7.421,27.439,17.49,69.504,2.676,13.385,0.702,0.731,-1.637,70.478,1.856,5.84,147.9,12.244,2.465,6.25,1217.817383,-6.13
Q1-19,RELIANCE.ns,6.444,24.637,17.05,80.922,2.613,12.39,0.702,0.731,-1.841,69.546,3.369,5.39,140.2,0.358,3.072,5.75,1521.347534,24.92
Q2-19,RELIANCE.ns,7.607,26.817,18.59,62.146,2.919,13.769,0.702,0.731,-1.742,70.429,2.064,4.61,132.8,-3.277,3.473,5.4,1303.122314,-14.34
Q3-19,RELIANCE.ns,7.693,24.992,18.36,79.009,3.044,13.374,0.702,0.731,-1.796,71.228,2.618,3.28,136.933,-3.455,5.835,5.15,1449.878662,11.26
Q4-19,RELIANCE.ns,4.826,26.876,16.75,83.486,1.464,14.374,0.649,0.625,-0.881,72.384,2.877,3.01,136.433,-7.753,6.668,4.4,2060.067383,42.09
Q1-14,SIEMENS.ns,0.561,13.083,0.37,1876.216,0.297,0.952,0,1.335,1.245,59.797,1.956,8.02,117.9,5.803,7.85,8,848.7177124,14.15
Q2-14,SIEMENS.ns,14.039,15.571,12.27,71.451,9.982,7.287,0,1.335,1.671,60.606,2.088,8.7,114.733,5.389,6.675,8,1242.795532,46.43
Q3-14,SIEMENS.ns,29.616,19.386,2.98,293.02,14.49,7.608,0,1.335,1.15,61.933,1.797,5.92,116.6,8.836,4.051,8,1289.495117,3.76
Q4-14,SIEMENS.ns,6.252,20.147,4.38,237.934,3.157,8.919,0,1.541,0.952,62.238,2.345,7.11,118.567,0.339,5.272,7.5,1191.741821,-7.58
Q1-15,SIEMENS.ns,7.246,19.824,4.72,288.305,3.282,10.86,0,1.541,0.854,63.471,2.663,7.59,120.467,2.177,5.092,7.25,1172.096802,-1.65
Q2-15,SIEMENS.ns,6.781,18.687,4.88,298.207,4.274,8.508,0,1.541,1.189,64.975,1.915,8.03,117.533,2.44,3.949,6.75,929.0093384,-20.74
Q3-15,SIEMENS.ns,4.913,20.344,3.13,424.042,2.171,7.565,0,1.541,0.833,65.924,3.235,7.2,114.933,-1.429,5.339,6.75,1139.112061,22.62
Q4-15,SIEMENS.ns,6.903,21.291,5.28,193.333,2.858,10.635,0,1.855,0.65,67.504,2.531,9.09,125.2,5.595,5.259,6.75,1197.619141,5.14
Q1-16,SIEMENS.ns,5.073,19.73,3.65,311.726,1.976,7.773,0,1.855,0.611,66.891,1.33,8.68,126.467,7.601,5.667,6.5,1050.356934,-12.3
Q2-16,SIEMENS.ns,82.498,19.626,4.84,272.417,37.481,8.812,0,1.855,0.713,66.962,3.084,9.67,123.033,7.048,5.163,6.5,1166.488892,11.06
Q3-16,SIEMENS.ns,7.161,20.927,4.49,263.63,2.431,11.085,0,1.855,0.533,67.425,2.889,8.58,121.433,-3.009,3.749,6.25,1328.027954,13.85
Q4-16,SIEMENS.ns,6.512,20.451,5.23,219.235,2.418,9.833,0,1.99,0.56,67.011,1.898,6.29,128.967,-7.683,3.569,6.25,1247.863525,-6.04
Q1-17,SIEMENS.ns,6.296,20.803,4.57,287.188,2.114,9.684,0,1.99,0.507,64.458,2.079,6.11,128.733,1.792,2.202,6.25,1163.038086,-6.8
Q2-17,SIEMENS.ns,20.487,20.414,5.65,257.549,8.096,10.835,0,1.99,0.597,64.288,2.954,5.32,126.067,2.465,2.976,6,1134.147827,-2.48
Q3-17,SIEMENS.ns,8.061,19.975,5.35,237.804,2.473,12.521,0,1.99,0.463,64.729,1.18,6.67,131.767,8.509,4.555,6,1020.666748,-10.01
Q4-17,SIEMENS.ns,6.946,20.214,6.17,210.997,2.645,10.676,0,1.954,0.585,64.344,1.575,8.93,139.7,15.966,4.594,6,995.6235962,-2.45
Q1-18,SIEMENS.ns,6.895,21.292,5.74,195.54,2.461,10.845,0,1.954,0.548,66.99,2.6,7.56,139.7,8.323,4.791,6.25,928.1584473,-6.78
Q2-18,SIEMENS.ns,7.344,44.722,7.84,126.122,3.362,11.686,0,1.954,0.703,70.152,2.065,6.49,137.3,6.655,3.854,6.5,968.4813843,4.34
Q3-18,SIEMENS.ns,8.339,43.821,6.4,145.578,2.745,12.472,0,1.954,0.506,72.073,2.141,6.33,141.833,12.507,2.604,6.5,1250.209106,29.09
Q4-18,SIEMENS.ns,8.098,43.303,7.87,130.889,3.099,12.593,0,2.119,0.528,70.478,1.856,5.84,147.9,12.244,2.465,6.25,1181.839844,-5.47
Q1-19,SIEMENS.ns,7.979,42.424,6.97,168.257,2.743,12.381,0,2.119,0.475,69.546,3.369,5.39,140.2,0.358,3.072,5.75,1445.240723,22.29
Q2-19,SIEMENS.ns,8.228,43.812,9.28,123.357,3.656,12.225,0,2.119,0.613,70.429,2.064,4.61,132.8,-3.277,3.473,5.4,1281.616577,-11.32
Q3-19,SIEMENS.ns,10.061,41.381,7.38,224.404,2.905,13.822,0,2.119,0.398,71.228,2.618,3.28,136.933,-3.455,5.835,5.15,1080.993042,-15.65
Q4-19,SIEMENS.ns,6.285,43.75,4.83,310.611,1.817,8.889,0,2.201,0.401,72.384,2.877,3.01,136.433,-7.753,6.668,4.4,1151.110718,6.49
Q1-14,TATAPOWER.ns,-0.764,36,-0.54,-144.63,-0.538,13.52,2.839,0.615,-1.045,59.797,1.956,8.02,117.9,5.803,7.85,8,76.32952118,8.69
Q2-14,TATAPOWER.ns,-0.387,37.21,-0.4,-244.375,-0.261,13.405,2.839,0.615,-1,60.606,2.088,8.7,114.733,5.389,6.675,8,71.65126038,-6.13
Q3-14,TATAPOWER.ns,3.424,36.368,0.62,151.371,2.419,16.961,2.839,0.615,-1.046,61.933,1.797,5.92,116.6,8.836,4.051,8,61.18671799,-14.6
Q4-14,TATAPOWER.ns,2.549,43.259,0.49,184.694,1.455,17.086,2.6,0.707,-1.318,62.238,2.345,7.11,118.567,0.339,5.272,7.5,49.69625854,-18.78
Q1-15,TATAPOWER.ns,4.843,28.951,1.02,74.314,2.426,21.186,2.6,0.707,-1.157,63.471,2.663,7.59,120.467,2.177,5.092,7.25,56.11536407,12.92
Q2-15,TATAPOWER.ns,-1.442,28.92,-0.46,-148.804,-0.767,19.964,2.6,0.707,-1.23,64.975,1.915,8.03,117.533,2.44,3.949,6.75,47.84836578,-14.73
Q3-15,TATAPOWER.ns,0.341,30.102,1.5,45.9,0.174,20.281,2.6,0.707,-1.18,65.924,3.235,7.2,114.933,-1.429,5.339,6.75,61.58494949,28.71
Q4-15,TATAPOWER.ns,4.633,25.013,1.25,48.08,2.906,14.62,3.181,0.639,-0.756,67.504,2.531,9.09,125.2,5.595,5.259,6.75,65.55142975,6.44
Q1-16,TATAPOWER.ns,-0.881,26.629,0.17,414.706,-0.515,16.873,3.181,0.639,-0.705,66.891,1.33,8.68,126.467,7.601,5.667,6.5,61.83544922,-5.67
Q2-16,TATAPOWER.ns,2.753,23.517,1.13,63.717,1.702,15.533,3.181,0.639,-0.745,66.962,3.084,9.67,123.033,7.048,5.163,6.5,70.13661957,13.42
Q3-16,TATAPOWER.ns,2.93,22.617,2.18,35.917,1.656,15.057,3.181,0.639,-0.681,67.425,2.889,8.58,121.433,-3.009,3.749,6.25,68.77804565,-1.94
Q4-16,TATAPOWER.ns,-8.084,21.517,-1.07,-74.579,-4.384,13.996,3.135,0.558,-0.457,67.011,1.898,6.29,128.967,-7.683,3.569,6.25,67.29209137,-2.16
Q1-17,TATAPOWER.ns,-2.276,27.792,-0.5,-168.6,-1.2,18.321,3.135,0.558,-0.444,64.458,2.079,6.11,128.733,1.792,2.202,6.25,81.77733612,21.53
Q2-17,TATAPOWER.ns,-2.062,24.558,0.76,107.895,-1.186,18.518,3.135,0.558,-0.485,64.288,2.954,5.32,126.067,2.465,2.976,6,72.96922302,-10.77
